Source	Target	Sign	Network
GLI3	MED12	-	SN
GLI3	PTCH1	+	SN
GLI3	GLI1	+	GRN
GLI3	PTCH2	+	SN
GLRX	IKBKB	+	SN
GMPS	TP53	+	SN
GNA11	PIK3CA	+	SN
GNA11	PLCB2	+	SN
GNA11	PLCB1	+	SN
GNA12	RHOA	+	SN
GNA13	RDX	+	SN
GNA13	ARHGEF1	+	SN
GNA13	PTK2B	+	SN
GNA13	RHOA	+	SN
GNAI1	PLD2	-	SN
GNAI1	MMP2	+	SN
GNAI2	ADCY1	-	SN
GNAI2	TRPC4	+	SN
GNAQ	PLCE1	+	SN
GNAQ	HRAS	+	SN
GNAQ	TRPM8	-	SN
GNAQ	PLCB1	+	SN
GNAQ	RHOA	+	SN
GNAS	AXIN1	+	SN
GNAS	PIK3R1	+	SN
GNAS	ADCY1	+	SN
GNAT1	ADCY1	-	SN
GNB1	PLCB1	+	SN
GNB1	PLCB2	+	SN
GNB1	PIK3CA	+	SN
GNB3	PIK3CA	+	SN
GNG12	PLCE1	+	SN
GNG12	PRKACA	-	SN
GNG12	PIK3CA	+	SN
GNG12	AKT2	+	SN
GNG2	PIK3CA	+	SN
GNG3	PIK3CA	+	SN
GNGT1	PIK3CA	+	SN
GNL3	TP53	+	SN
GNRH1	CAMK2A	+	SN
GNRH2	GNRHR	+	SN
GNRHR	TIMP2	+	SN
GNRHR	GNAS	+	SN
GNRHR	GNAI1	+	SN
GNRHR	GNA11	+	SN
GNRHR	CTNNB1	+	SN
GPER1	GNAQ	+	SN
GPER1	EGFR	+	SN
GRAP	SOS1	+	SN
GRB10	PIK3CA	+	SN
GRB10	IGF1R	-	SN
GRB2	WASF1	+	SN
GRB2	PTPRA	-	SN
GRB2	KHDRBS2	+	SN
GRB2	MAP4K1	+	SN
GRB2	GAB2	+	SN
GRB2	SOS2	+	SN
GRB2	VAV2	+	SN
GRB2	PAK1	+	SN
GRB2	CBL	+	SN
GRB2	ABL1	+	SN
GRB2	GAB1	+	SN
GRB2	SOS1	+	SN
GRB2	DNM1	+	SN
GRB7	RND1	+	SN
GRK2	EZR	+	SN
GRK2	SMO	+	SN
GRK2	CHRM2	-	SN
GRK5	TP53	-	SN
GRK6	CXCR4	-	SN
GRM1	GNAQ	+	SN
GRM1	GNA11	+	SN
GRPR	GNAQ	+	SN
GSK3A	EIF2B5	-	SN
GSK3A	GATA6	-	SN
GSK3A	MAFA	+	SN
GSK3A	ANAPC1	+	SN
GSK3A	SERPINB2	+	SN
GSK3A	MAFB	+	SN
GSK3A	NFATC1	-	SN
GSK3A	JUN	-	SN
GSK3A	MAPT	-	SN
GSK3A	PSEN1	-	SN
GSK3A	NOTCH1	-	SN
GSK3A	TSC2	+	SN
GSK3A	GYS1	-	SN
GSK3A	CAMKK2	-	SN
GSK3A	MCL1	-	SN
GSK3A	BCL3	+	SN
GSK3A	LRP6	+	SN
GSK3A	MAF	+	SN
GSK3A	MYC	-	SN
GSK3A	SFPQ	-	SN
GSK3A	MITF	+	SN
GSK3A	CREB1	+	SN
GSK3A	CTNNB1	-	SN
GSK3B	EIF2B2	-	SN
GSK3B	NFE2L1	-	SN
GSK3B	CIITA	+	SN
GSK3B	RBM38	-	SN
GSK3B	EIF2B3	-	SN
GSK3B	HIST1H1B	+	SN
GSK3B	EIF2B5	-	SN
GSK3B	MNX1	-	SN
GSK3B	EIF2B4	-	SN
GSK3B	BCL2L12	+	SN
GSK3B	NACA	-	SN
GSK3B	DCX	+	SN
GSK3B	EIF2B1	-	SN
GSK3B	MAFA	+	SN
GSK3B	MYOCD	-	SN
GSK3B	NEB	-	SN
GSK3B	FBXO4	+	SN
GSK3B	NEFH	-	SN
GSK3B	KLF5	-	SN
GSK3B	MAFB	+	SN
GSK3B	SNAI1	-	SN
GSK3B	NFATC2	-	SN
GSK3B	NOTCH2	+	SN
GSK3B	SMAD3	+	SN
GSK3B	JUN	+	SN
GSK3B	SPAG5	+	SN
GSK3B	ROR2	-	SN
GSK3B	MAPT	-	SN
GSK3B	PSEN1	-	SN
GSK3B	GLI3	+	SN
GSK3B	AXIN1	+	SN
GSK3B	NOTCH1	+	SN
GSK3B	MAP3K4	-	SN
GSK3B	TSC2	+	SN
GSK3B	RELA	+	SN
GSK3B	NFE2L2	-	SN
GSK3B	HDAC4	-	SN
GSK3B	GYS1	-	SN
GSK3B	BORA	+	SN
GSK3B	PHLPP1	-	SN
GSK3B	HSF1	-	SN
GSK3B	CAMKK2	-	SN
GSK3B	HNRNPD	-	SN
GSK3B	MAPK14	-	SN
GSK3B	MAML1	-	SN
GSK3B	MCL1	-	SN
GSK3B	TP53	+	SN
GSK3B	CYCS	+	SN
GSK3B	SMO	+	SN
GSK3B	CEBPB	+	SN
GSK3B	VDAC1	-	SN
GSK3B	LRP6	+	SN
GSK3B	FOSL1	-	SN
GSK3B	KAT5	+	SN
GSK3B	MAF	+	SN
GSK3B	LRP5	+	SN
GSK3B	NR1D1	+	SN
GSK3B	SMAD1	+	SN
GSK3B	SNCAIP	-	SN
GSK3B	MDM2	+	SN
GSK3B	MAP3K1	+	SN
GSK3B	CCND3	-	SN
GSK3B	MYC	+	SN
GSK3B	ARNTL	-	SN
GSK3B	SFPQ	-	SN
GSK3B	CCND2	-	SN
GSK3B	CRMP1	+	SN
GSK3B	CCNE1	-	SN
GSK3B	GLI2	-	SN
GSK3B	SREBF1	-	SN
GSK3B	CREB1	-	SN
GSK3B	CDC25A	-	SN
GSK3B	GPHN	-	SN
GSK3B	PTEN	-	SN
GSK3B	PRKCE	+	SN
GSK3B	GLI1	+	SN
GSK3B	ESR1	+	SN
GSK3B	MARK2	+	SN
GSK3B	EIF4EBP1	-	SN
GSK3B	DPYSL2	+	SN
GSK3B	CTNNB1	-	SN
GSK3B	CDKN1A	-	SN
GSK3B	CDK1	-	SN
GSK3B	CCND1	+	SN
GSK3B	BAX	+	SN
GSK3B	APC	+	SN
GSK3B	AKT1	+	SN
GSN	CASP9	-	SN
GTF2I	PRRX1	+	SN
GTF2I	CCND1	+	SN
GTSE1	TP53	-	SN
GXYLT1	NOTCH2	+	SN
GXYLT1	NOTCH1	+	SN
GXYLT2	NOTCH2	+	SN
GXYLT2	NOTCH1	+	SN
GZMB	HAX1	-	SN
GZMB	CASP10	+	SN
GZMB	CASP8	+	SN
GZMB	CASP3	+	SN
GZMB	BID	+	SN
GZMB	BAD	+	SN
H2AFX	TP53BP1	+	SN
HACE1	RAC1	-	SN
HBEGF	EGFR	+	SN
HBP1	MYC	-	GRN
HBP1	RUNX1	+	GRN
HBP1	MIF	-	GRN
HBP1	NCF1	-	SN
HBP1	MYC	-	GRN
HCK	ADAM15	+	SN
HCK	STAT5B	+	SN
HCK	BCR	+	SN
HDAC1	MAFK	-	SN
HDAC1	RELA	-	SN
HDAC1	NFE2L2	-	SN
HDAC1	TP53	-	SN
HDAC1	TRIM28	+	SN
HDAC1	MYOD1	-	SN
HDAC1	FLI1	+	SN
HDAC1	CCND1	+	SN
HDAC2	CIITA	-	SN
HDAC2	STAT3	+	SN
HDAC2	NFE2L2	-	SN
HDAC2	HIST1H3F	-	SN
HDAC2	HIST1H2BJ	-	SN
HDAC2	HIST1H4D	+	SN
HDAC2	H2AFZ	-	SN
HDAC2	CCND1	+	SN
HDAC3	PAG1	-	SN
HDAC3	SMAD7	+	SN
HDAC3	MAFK	-	SN
HDAC3	RELA	-	SN
HDAC3	TRIM28	+	SN
HDAC3	HIST1H3F	-	SN
HDAC3	HIST1H4D	+	SN
HDAC3	NFE2L2	-	SN
HDAC3	HDAC1	+	SN
HDAC3	E2F1	+	SN
HDAC3	CDKN1A	+	SN
HDAC4	MEF2D	-	SN
HDAC4	MEF2A	-	SN
HDAC4	CDKN1A	+	SN
HDAC5	MEF2D	-	SN
HDAC5	MEF2A	-	SN
HDAC6	SRSF2	+	SN
HDAC6	HSP90B1	+	SN
HDAC6	ELAVL1	-	SN
HDAC6	CTTN	+	SN
HDAC6	HSP90AA1	+	SN
HERC2	XPA	-	SN
HERC2	RNF8	+	SN
HERC2	RNF168	+	SN
HES1	NR3C1	-	GRN
HES1	RBPJ	-	GRN
HES1	DTX1	-	SN
HES1	DBF4	+	GRN
HES1	E2F1	-	SN
HES1	PTGDS	-	GRN
HES1	ASCL1	-	SN
HEY1	RBPJ	-	GRN
HEY1	KDR	-	SN
HEY2	NOTCH1	-	GRN
HEY2	ACTA2	-	GRN
HEY2	GATA6	-	SN
HGF	MET	+	SN
HGS	SMAD2	+	SN
HHAT	SHH	+	SN
HHEX	HNF4A	+	GRN
HHIP	DHH	+	SN
HHIP	IHH	+	SN
HHIP	SHH	+	SN
HIC1	STAT3	-	GRN
HIC1	E2F1	-	GRN
HIC1	ACKR3	-	SN
HIC1	VLDLR	-	GRN
HIC1	E2F1	-	GRN
HIC1	SIRT1	-	SN
HIC1	EPHA2	-	GRN
HIF1A	EGLN1	+	GRN
HIF1A	TP53	+	GRN
HIF1A	RORA	+	GRN
HIF1A	NT5E	+	GRN
HIF1A	SERPINE1	+	GRN
HIF1A	CA9	+	GRN
HIF1A	MET	+	GRN
HIF1A	CCND1	-	GRN
HIF1A	LDHA	+	GRN
HIF1A	BAX	+	GRN
HIF1A	PGK1	+	GRN
HIF1A	EDN1	+	SN
HIF1A	ADM	+	GRN
HIF1A	ALDOA	+	GRN
HIF1A	ABCB1	+	GRN
HIF1A	PFKL	+	GRN
HIF1A	TGFB3	+	GRN
HIF1A	TERT	+	GRN
HIF1A	E2F3	+	GRN
HIF1A	ITGB2	+	GRN
HIF1A	TP53	+	GRN
HIF1A	NR4A1	+	GRN
HIF1A	LEP	+	GRN
HIF1A	TIMP1	+	GRN
HIF1A	EDNRB	+	GRN
HIF1A	MIF	+	GRN
HIF1A	VEGFA	+	GRN
HIF1A	KLK3	+	GRN
HIF1A	ENO1	+	GRN
HIF1A	TFRC	+	GRN
HIF1A	ID2	+	GRN
HIF1A	EPO	+	GRN
HIF1A	BNIP3	+	GRN
HIF1A	ZNF217	+	GRN
HIF1A	SOCS1	+	GRN
HIF1A	HSP90B1	+	GRN
HIF1A	SLC2A1	+	SN
HIF1A	GAPDH	+	GRN
HIF1A	ALAS2	+	GRN
HIF1A	CXCR4	+	GRN
HIF1AN	NOTCH1	-	SN
HIF1AN	EP300	-	SN
HINFP	ATM	+	SN
HIPK2	SKI	+	SN
HIPK2	NLK	+	SN
HIPK2	HMGA1	-	SN
HIPK2	PAX6	+	SN
HIPK2	DAXX	+	SN
HIPK2	SMAD1	+	SN
HIPK2	CREB1	+	SN
HIPK2	CBX4	+	SN
HIPK2	TP53	+	SN
HIPK2	PML	+	SN
HIPK2	CTBP1	+	SN
HIPK2	CDKN1B	+	SN
HIPK4	TP53	+	SN
HIST1H2AM	RNF168	+	SN
HIST1H4D	TP53BP1	+	SN
HIST2H3A	TP53BP1	+	SN
HIST3H3	TP53BP1	+	SN
HLA-A	KIR3DL1	+	SN
HLF	RUNX1	-	GRN
HLF	DBP	+	GRN
HMGA1	CDC25A	+	GRN
HMGN1	KAT2B	+	SN
HMGN1	PBRM1	-	SN
HMGN1	ATM	+	SN
HMGN2	PBRM1	-	SN
HMOX1	HBA2	-	SN
HNF1A	ESR1	+	GRN
HNF1A	UGT2B17	+	GRN
HNF1A	UGT1A9	+	GRN
HNF1A	SLC2A2	+	GRN
HNF1A	IGF1	+	GRN
HNF1A	G6PC	+	GRN
HNF1A	PROC	-	SN
HNF1A	PDX1	+	GRN
HNF1A	UGT2B7	+	GRN
HNF1A	SLC22A10	+	GRN
HNF1A	UGT1A8	+	GRN
HNF1A	CYP7A1	+	GRN
HNF1A	ALB	+	GRN
HNF1A	MTTP	+	GRN
HNF1A	CYP3A4	+	GRN
HNF1A	UGT1A10	+	GRN
HNF1A	APOH	+	GRN
HNF1A	AKR1C4	+	GRN
HNF1A	CDH17	+	GRN
HNF1A	SLC22A9	+	GRN
HNF1A	INS	+	GRN
HNF1A	IGFBP1	+	GRN
HNF1A	UGT1A6	+	GRN
HNF1A	FGL1	+	GRN
HNF1A	UGT1A1	+	GRN
HNF4A	CYP2C9	+	GRN
HNF4A	F2	+	GRN
HNF4A	APOC3	+	GRN
HNF4A	GFER	-	GRN
HNF4A	G6PC	+	GRN
HNF4A	CYP2D6	+	GRN
HNF4A	C1QTNF5	+	GRN
HNF4A	APOA4	+	GRN
HNF4A	APOB	+	GRN
HNF4A	CYP7A1	-	GRN
HNF4A	ABCG5	-	GRN
HNF4A	ALDOB	+	GRN
HNF4A	F10	+	GRN
HNF4A	EBP	+	GRN
HNF4A	APOA1	+	GRN
HNF4A	SERPINC1	+	GRN
HNF4A	CYP3A4	+	GRN
HNF4A	RNASE2	+	GRN
HNF4A	CYP2C8	+	GRN
HNF4A	NR1I2	+	GRN
HNF4A	AKR1C4	+	GRN
HNF4A	GH1	-	GRN
HNF4A	SHBG	+	GRN
HNF4A	CYP8B1	+	GRN
HNF4A	NPC1L1	+	GRN
HNF4A	LDLR	+	GRN
HNF4A	MYC	+	GRN
HNF4A	FABP2	+	GRN
HNF4A	ABCG8	-	GRN
HNF4A	PCSK9	+	GRN
HNF4A	CEACAM1	+	GRN
HNF4A	AFP	+	GRN
HNF4G	CYP2D6	+	GRN
HNF4G	AKR1C4	+	GRN
HNRNPA0	GADD45A	+	SN
HNRNPD	GADD45A	-	SN
HNRNPK	TP53	+	SN
HOOK3	MARCO	-	SN
HOOK3	MSR1	-	SN
HOXA10	FOXO1	+	SN
HOXA10	EMX2	-	GRN
HOXA10	PHGDH	-	GRN
HOXA10	IGFBP1	+	GRN
HOXA11	HOXA10	-	GRN
HOXA5	PTN	+	GRN
HOXA5	PGR	+	GRN
HOXB13	TCF4	-	GRN
HOXB7	FGF2	+	GRN
HRAS	PIK3CG	+	SN
HRAS	PIK3CB	+	SN
HRAS	PIK3CD	+	SN
HRAS	AFDN	+	SN
HRAS	JUN	+	SN
HRAS	TIAM1	+	SN
HRAS	RALGDS	+	SN
HRAS	RAF1	+	SN
HRAS	PLCE1	+	SN
HRAS	RIN1	+	SN
HRAS	SHC1	+	SN
HRAS	PIK3CA	+	SN
HRAS	BRAF	+	SN
HRAS	ARAF	+	SN
HRK	BCL2L1	-	SN
HRK	BCL2	-	SN
HSBP1	HSF1	-	SN
HSF1	PRKDC	+	SN
HSF1	HSPA1A	+	SN
HSF1	HSP90B1	+	GRN
HSF1	HSPA4	+	GRN
HSF1	NAT1	+	SN
HSF1	BAG3	-	GRN
HSF2	MAPK8	-	GRN
HSF2	HSPA4	+	GRN
HSF2	MAP2K4	-	GRN
HSP90AA1	PAFAH1B1	+	SN
HSP90AA1	TGFBR1	+	SN
HSP90AA1	NR3C1	-	SN
HSP90AA1	PPP5C	+	SN
HSP90AA1	RAF1	+	SN
HSP90AA1	FANCC	+	SN
HSP90AA1	SMYD2	+	SN
HSP90AA1	MYOD1	+	SN
HSP90AA1	NOD2	+	SN
HSP90AA1	TGFBR2	+	SN
HSP90AA1	NOS3	+	SN
HSP90AA1	SRC	+	SN
HSP90AA1	DAPK1	+	SN
HSP90AA1	BCL2	+	SN
HSP90AA1	AR	+	SN
HSP90AA1	AKT1	+	SN
HSP90AB1	NOD2	+	SN
HSP90AB1	KEAP1	-	SN
HSP90AB1	NOS3	+	SN
HSP90AB1	AR	+	SN
HSP90AB1	APAF1	-	SN
HSPA1A	NOD2	+	SN
HSPA1A	APAF1	-	SN
HSPA5	ERN1	-	SN
HSPB1	PRKCD	-	SN
HSPB1	NFKBIA	-	SN
HSPB1	AR	+	SN
HSPB1	AKT1	+	SN
HSPB2	AKT3	+	SN
HSPB2	MAPK8	-	SN
HSPB2	CASP3	-	SN
HSPB2	AKT1	+	SN
HSPB6	AKT3	+	SN
HSPB6	AKT1	+	SN
HSPD1	BAX	-	SN
HTATIP2	TP53	+	SN
HTR1A	GNAZ	+	SN
HTR1A	GNAI3	+	SN
HTR2A	GNAQ	+	SN
HTRA2	PEA15	-	SN
HTRA2	XIAP	-	SN
HUWE1	MYC	+	SN
HYAL2	SMAD4	+	SN
ICAM1	ITGAL	+	SN
ICK	RPTOR	+	SN
ID1	AKT1	+	SN
ID2	ATOH1	-	SN
ID3	ATOH1	-	SN
ID3	TCF3	-	SN
IFI16	TP53	+	SN
IFIH1	TRAF3	-	SN
IFIH1	TBK1	+	SN
IFNA13	IFNAR2	+	SN
IFNA13	IFNAR1	+	SN
IFNAR1	STAT1	+	SN
IFNAR1	JAK1	+	SN
IFNAR2	STAT2	+	SN
IFNAR2	STAT1	+	SN
IFNAR2	JAK1	+	SN
IFNB1	JAK1	+	SN
IFNG	PSMB10	+	SN
IFNGR1	STAT1	+	SN
IFNGR1	JAK2	+	SN
IFNGR1	JAK1	+	SN
IFNGR2	STAT1	+	SN
IFNGR2	JAK2	+	SN
IFNGR2	JAK1	+	SN
IFNLR1	JAK1	+	SN
IGF1	IGF1R	+	SN
IGF1	IGFBP1	-	SN
IGF1R	PIK3C2A	+	SN
IGF1R	PIK3R3	+	SN
IGF1R	PIK3CG	+	SN
IGF1R	IRS4	+	SN
IGF1R	RASA1	+	SN
IGF1R	VAV2	+	SN
IGF1R	CSK	+	SN
IGF1R	SIRPA	+	SN
IGF1R	GRB10	+	SN
IGF1R	PIK3R1	+	SN
IGF1R	SHC1	+	SN
IGF1R	IRS2	+	SN
IGF1R	IRS1	+	SN
IGF1R	PDPK1	+	SN
IGF2	IGF1R	+	SN
IHH	HHIP	+	SN
IHH	PTCH1	+	SN
IKBKB	DOK1	+	SN
IKBKB	YWHAB	-	SN
IKBKB	NFKBIE	+	SN
IKBKB	TSC1	-	SN
IKBKB	NFKBIB	+	SN
IKBKB	SQSTM1	+	SN
IKBKB	RELA	+	SN
IKBKB	NFE2L2	-	SN
IKBKB	NFKBIA	+	SN
IKBKB	IRF3	+	SN
IKBKB	IRS2	-	SN
IKBKB	IKBKG	+	SN
IKBKB	IRS1	-	SN
IKBKB	TP63	+	SN
IKBKB	NFKB1	+	SN
IKBKB	NCOA3	+	SN
IKBKB	FOXO3	-	SN
IKBKB	EIF2AK2	+	SN
IKBKB	CHUK	+	SN
IKBKB	CYLD	+	SN
IKBKB	CDKN2A	-	SN
IKBKB	BAD	-	SN
IKBKE	TBK1	+	SN
IKBKE	STAT1	+	SN
IKBKE	NFKBIA	+	SN
IKBKE	ESR1	+	SN
IKBKG	NFKBIB	+	SN
IKBKG	RELA	+	SN
IKBKG	NFKBIA	+	SN
IKBKG	IKBKB	+	SN
IL10	NFKB1	-	SN
IL10RA	STAT3	+	SN
IL10RA	JAK2	+	SN
IL10RA	JAK1	+	SN
IL11RA	STAT3	+	SN
IL11RA	STAT1	+	SN
IL12A	IL12RB2	+	SN
IL12B	IL23R	+	SN
IL12RB1	IL23R	+	SN
IL12RB1	STAT4	+	SN
IL12RB1	JAK2	+	SN
IL12RB2	STAT4	+	SN
IL13RA1	JAK2	+	SN
IL15RA	STAT5A	+	SN
IL15RA	STAT3	+	SN
IL1B	IL1RAP	+	SN
IL1R1	MYD88	+	SN
IL1R1	MAPK8	+	SN
IL1R1	PIK3R1	+	SN
IL1R1	IRAK1	+	SN
IL1R1	IL1RAP	+	SN
IL1RAP	TOLLIP	-	SN
IL1RAP	IL1R1	+	SN
IL1RAP	IL1B	-	SN
IL20RA	STAT3	+	SN
IL20RA	JAK1	+	SN
IL20RB	STAT3	+	SN
IL20RB	JAK1	+	SN
IL21R	STAT3	+	SN
IL21R	JAK3	+	SN
IL21R	JAK1	+	SN
IL22RA1	STAT3	+	SN
IL22RA1	JAK1	+	SN
IL23A	IL23R	+	SN
IL23R	TYK2	+	SN
IL23R	STAT4	+	SN
IL23R	JAK2	+	SN
IL2RB	STAT5A	+	SN
IL2RB	SHC1	+	SN
IL2RB	JAK1	+	SN
IL2RG	STAT5A	+	SN
IL2RG	JAK3	+	SN
IL2RG	JAK2	+	SN
IL2RG	JAK1	+	SN
IL31RA	JAK2	+	SN
IL31RA	JAK1	+	SN
IL3RA	STAT5A	+	SN
IL3RA	JAK2	+	SN
IL4R	STAT5A	+	SN
IL4R	JAK3	+	SN
IL4R	JAK2	+	SN
IL4R	JAK1	+	SN
IL5	IL5RA	+	SN
IL5	CSF2RB	+	SN
IL5RA	JAK2	+	SN
IL5RA	STAT5A	+	SN
IL6	IL6R	+	SN
IL6	IL6ST	+	SN
IL6R	IL6ST	+	SN
IL6ST	STAT3	-	SN
IL6ST	SHC1	+	SN
IL6ST	JAK2	+	SN
IL6ST	JAK1	+	SN
IL6ST	GRB2	+	SN
IL7	IL7R	+	SN
IL7R	CRLF2	+	SN
IL7R	JAK1	+	SN
IL7R	STAT5A	+	SN
IL7R	JAK3	+	SN
IL7R	FYN	+	SN
IL9R	STAT5A	+	SN
IL9R	STAT3	+	SN
IL9R	JAK3	+	SN
IL9R	JAK1	+	SN
ILK	MYL12A	+	SN
ILK	GSK3A	-	SN
ILK	AKT1	+	SN
INCENP	AURKB	+	SN
INCENP	PLK1	+	SN
ING1	CDKN1A	+	SN
ING2	EP300	+	SN
INHBA	ACVR2B	+	SN
INHBA	ACVR2A	+	SN
INHBA	ACVR1B	+	SN
INHBC	ACVR2B	+	SN
INHBC	ACVR2A	+	SN
INHBE	ACVR2B	+	SN
INHBE	ACVR2A	+	SN
INPPL1	CBLC	-	SN
INPPL1	MAPK8IP1	+	SN
INS	PPARG	+	SN
INS	IGF1R	+	SN
INS	GSK3B	-	SN
INS	FOXO1	-	SN
INS	AKT1	+	SN
INSIG1	SERBP1	-	SN
INSR	SHC1	+	SN
INSR	PTK2	+	SN
IQGAP1	RAC1	+	SN
IQGAP1	NRAS	-	SN
IRAK1	IRAK2	+	SN
IRAK1	PELI1	+	SN
IRAK1	IRAK3	+	SN
IRAK1	PELI3	+	SN
IRAK1	TAB1	+	SN
IRAK1	STAT3	+	SN
IRAK1	IRF7	+	SN
IRAK1	TAB2	+	SN
IRAK1	TLR2	+	SN
IRAK1	TRAF6	+	SN
IRAK1	CHUK	+	SN
IRAK1	IKBKB	+	SN
IRAK3	IRAK4	-	SN
IRAK3	IRAK1	-	SN
IRAK4	NCF1	+	SN
IRAK4	PELI2	+	SN
IRAK4	TRAF6	+	SN
IRAK4	IRAK1	+	SN
IRF1	BRIP1	+	SN
IRF1	TNFSF10	+	GRN
IRF1	NOS2	+	SN
IRF1	IRF8	+	GRN
IRF1	CASP8	+	GRN
IRF1	CXCL10	+	GRN
IRF1	CD40	+	GRN
IRF1	DDX58	+	GRN
IRF1	TNFSF10	+	GRN
IRF1	IFNB1	+	GRN
IRF1	IFIT3	+	GRN
IRF1	FOXP3	-	GRN
IRF1	CYBB	+	GRN
IRF1	DST	-	GRN
IRF1	HLA-A	+	GRN
IRF1	PSMB9	+	GRN
IRF1	CIITA	+	GRN
IRF1	IFNA1	+	SN
IRF1	IL27	+	SN
IRF1	IRF2	+	GRN
IRF1	CDK2	-	GRN
IRF1	SOCS1	+	GRN
IRF1	CASP7	+	GRN
IRF1	EIF2AK2	+	SN
IRF1	IL10	+	GRN
IRF1	TAP1	+	GRN
IRF1	CEACAM1	+	GRN
IRF2	CIITA	+	GRN
IRF2	TAP1	+	GRN
IRF2BP1	IRF2	+	SN
IRF2BP2	IRF2	+	SN
IRF3	TBK1	+	GRN
IRF3	CXCL10	+	GRN
IRF3	IFNB1	+	SN
IRF3	PURA	-	GRN
IRF4	IRF5	-	GRN
IRF4	CD68	-	GRN
IRF4	FCER2	+	GRN
IRF4	BCL6	-	SN
IRF5	IL12B	+	SN
IRF7	CXCL10	+	GRN
IRF7	IFNB1	+	GRN
IRF7	IFNA1	+	GRN
IRF7	IFNA2	+	GRN
IRF8	CD68	-	GRN
IRF8	NF1	+	GRN
IRF8	TLR3	-	GRN
IRF8	CYBB	+	GRN
IRF8	NCF2	+	GRN
IRF9	STAT2	+	GRN
IRF9	IFIT3	+	GRN
IRF9	PML	+	SN
IRF9	IL27	-	GRN
IRS1	SHC1	+	SN
IRS1	PIK3R1	+	SN
IRS1	PIK3CB	+	SN
IRS1	PIK3CA	+	SN
IRS1	JAK2	+	SN
IRS1	JAK1	+	SN
IRS1	GRB2	+	SN
IRS2	PIK3CA	+	SN
IRS4	GRB2	+	SN
ISG15	JAK1	+	SN
ITCH	SMAD2	+	SN
ITCH	CFLAR	-	SN
ITCH	TP63	-	SN
ITCH	NOTCH1	+	SN
ITCH	GLI1	-	SN
ITCH	DTX1	-	SN
ITGAL	ICAM1	+	SN
ITGB1	ILK	+	SN
ITGB1	PTK2B	+	SN
ITGB4	PIK3CG	+	SN
ITGB4	PIK3CB	+	SN
ITGB4	PIK3CD	+	SN
ITGB4	PIK3CA	+	SN
ITGB6	TGFB1	+	SN
ITK	SIGLEC10	+	SN
ITK	TEC	+	SN
ITK	CD28	+	SN
ITK	PLCG1	+	SN
JAG1	NOTCH4	-	SN
JAG1	NOTCH3	+	SN
JAG1	NOTCH2	+	SN
JAG1	NOTCH1	+	SN
JAG1	CDKN1B	+	SN
JAG2	NOTCH2	+	SN
JAG2	NOTCH1	+	SN
JAG2	JAG1	+	SN
JAK1	IFNGR2	+	SN
JAK1	STAT5B	+	SN
JAK1	JAK2	+	SN
JAK1	IL4R	+	SN
JAK1	STAT3	+	SN
JAK1	PTPN11	+	SN
JAK1	SHC1	+	SN
JAK1	STAT2	+	SN
JAK1	IRS2	+	SN
JAK1	TYK2	+	SN
JAK1	STAT1	+	SN
JAK1	MAP3K5	+	SN
JAK1	IRS1	+	SN
JAK1	STAT5A	+	SN
JAK1	JAK3	+	SN
JAK1	STAT6	+	SN
JAK1	IFNGR1	+	SN
JAK1	SOCS3	+	SN
JAK2	ARHGEF1	+	SN
JAK2	GAB2	+	SN
JAK2	STAM	+	SN
JAK2	APOA1	+	SN
JAK2	IFNGR2	+	SN
JAK2	CCR2	+	SN
JAK2	CTLA4	+	SN
JAK2	STAT4	+	SN
JAK2	STAT5B	+	SN
JAK2	STAT3	+	SN
JAK2	PTPN11	+	SN
JAK2	GHR	+	SN
JAK2	RAF1	+	SN
JAK2	ITGB2	+	SN
JAK2	PRMT5	-	SN
JAK2	EZH2	-	SN
JAK2	STAT1	+	SN
JAK2	PTPN6	+	SN
JAK2	MAP3K5	-	SN
JAK2	HIST1H3F	+	SN
JAK2	STAT5A	+	SN
JAK2	STAT6	+	SN
JAK2	IFNGR1	+	SN
JAK2	EPOR	+	SN
JAK2	PLCG1	+	SN
JAK2	JAK1	+	SN
JAK2	ITGAL	+	SN
JAK2	GTF2I	+	SN
JAK2	CSF2RA	+	SN
JAK3	STAM	+	SN
JAK3	SIGLEC10	+	SN
JAK3	PLD2	+	SN
JAK3	STAT3	+	SN
JAK3	SHC1	+	SN
JAK3	STAT1	+	SN
JAK3	STAT5A	+	SN
JAK3	STAT6	-	SN
JAK3	SOCS3	+	SN
JAK3	JAK1	+	SN
JAK3	PTK2B	+	SN
JARID2	EHMT1	+	SN
JDP2	JUN	-	SN
JUN	TCF4	+	GRN
JUN	SMAD3	+	GRN
JUN	TCF7L2	+	GRN
JUN	SMAD4	+	GRN
JUN	CGA	+	GRN
JUN	PTGS2	+	GRN
JUN	NFAT5	+	GRN
JUN	SPI1	+	GRN
JUN	CREB1	+	SN
JUN	FOS	+	SN
JUN	RARB	+	GRN
JUN	ACTA1	+	GRN
JUN	NR3C1	+	GRN
JUN	PENK	+	GRN
JUN	CCL2	+	GRN
JUN	CREM	+	GRN
JUN	NOS2	+	GRN
JUN	SPRR1B	+	GRN
JUN	MYB	+	GRN
JUN	MMP3	+	GRN
JUN	IL6	+	SN
JUN	SPP1	+	GRN
JUN	HEY1	+	GRN
JUN	CCND1	+	GRN
JUN	VIM	+	GRN
JUN	PLAUR	+	GRN
JUN	EDN1	+	GRN
JUN	MAT2A	+	GRN
