FOXM1	NFATC3
EGFR	PLCG1
DUSP1	MRPL11
KIT	SOCS6
NEK4	POGZ
SYK	ITK
TRIM32	MYH1
PSMB8	TCEB1
PDGFRA	PIK3CB
CDK1	CDC25B
KDR	SHB
KRAS	YWHAG
LAMA2	LAMB2
E2F2	TFDP1
SERPINC1	NOS2
THBS3	ITGA8
SHC3	PIK3CA
TBXA2R	TGM2
IBSP	ITGB8
INSR	NFKBIA
GNA12	ARFGEF1
RPL18A	RPL14
NEK4	ZNF597
YWHAZ	RAD17
TUBB2C	HAUS2
AR	TMPRSS2
MMP2	CDH2
PSMB6	TCEB1
RPS16	UBB
FGFR4	GNA12
CHRM1	GNA15
PRKACG	STMN1
OMG	LINGO1
EPS8	ABI1
PLCE1	PRKCB
STAT4	ETV5
MTOR	IRS2
HBA2	EIF3A
H3F3A	NCAPD2
GRB7	CAV1
GNAI2	FRK
PSMA4	PSMC4
GNG4	PIK3R5
PLK1	ANAPC10
HCK	IL6R
VAV1	PIK3CA
PTGER1	GNAS
TFDP3	E2F1
PLCG2	JMJD7-PLA2G4B
PSMA8	SLC10A2
RPL26	RPS23
RPS12	RPS24
SDC2	NUDT16L1
SOCS5	IL28RA
NLRP3	HSP90AA1
MYST2	RPS6KA1
GNA12	ARHGEF5
IL1B	IL6
RPL7	UBB
DLC1	RHOA
FN1	MAPK3
PTPN6	OSMR
TBK1	ZAP70
IL12RB1	CCR5
CHRM3	GNAQ
ADRM1	PSMA3
BMX	TRAT1
EIF4E	EIF3A
TRA@	SHC2
SFRP5	FZD9
EIF6	RPS27A
PTGFR	GNA14
MYCBP2	ANAPC13
PSMA1	PSMB9
IRS1	JAK3
HRK	BCL2L1
INPP5K	PRKCZ
RPL10	RPS20
SFRP1	WNT3
PRKX	ATF4
UCHL5	ANAPC1
NRAS	SFN
PHKA1	CALM1
ANAPC5	FZR1
TFDP2	CES3
IFNG	LTA
NF1	POLR2A
CASP3	CTSL1
WDR77	DDX20
TLR3	IDO1
HDAC3	ATF2
RPL35	RPL22
CREBBP	STAT5A
CTBP1	EP300
TNC	EDNRA
PRKCA	SRA1
CCL11	GNB1
CLDN23	ESAM
CAPNS1	LAMA1
TFDP1	CBX5
EIF1	RPS15
NUP155	GEMIN7
CCNT1	COBRA1
NUP88	SMN1
ITGB6	PRKCA
DAG1	PRKCA
NUP50	NUP153
CD40LG	VCAM1
FBXO31	NFKB1
SPRED1	KIT
PDGFRB	PRKCD
PPP1R3C	CALM2
RPL19	RPL28
GGA3	ARFGAP1
PDGFB	NCK1
PIK3CA	MAPK7
STK24	KLHL25
RPL19	RPL24
EP300	EIF2S1
ADCYAP1	CRH
UCHL5	PSMD11
MAPK9	FOXO4
NEK2	CENPJ
CDC26	UBE2C
FOXM1	BRCA2
SND1	MYB
BCL9	CTNNB1
CTNNA1	EGFR
SDCCAG8	MAPRE1
USP7	MDM2
IL1RAP	IL1B
ITGA7	BCAR1
PSMD7	TCEB1
MICA	KLRK1
WNT11	YES1
BCAR1	SRC
MAPK12	MAPT
GNAL	ADCY3
CENPJ	CP110
CREB1	CREB3L3
PRKACA	SMC3
ITGB2	CRKL
MDM2	IGF1R
POLR3B	POLR2L
DYNLL1	CETN2
MAPK1	CSRP3
MAP3K7	SMO
BNIP3L	BCL2
PRKAR1A	GNAS
PAAF1	SLC10A2
KCNE4	KCNQ1
FGF20	FGFR4
PIK3CD	VAV1
TNFSF12	BIRC2
TAF9	TAF5
HLA-DRA	CBL
CTSD	ALDOA
PPP2R2A	TGFB3
MYLK	MYL12B
CDC42	VAV2
PTP4A3	BCAR1
SRF	HDAC4
IRF3	CXCL10
PSMD9	PSMC4
PLG	TGFB1
DNAJA3	JAK2
RPL38	RPS15A
PSMB1	PSME1
GNAZ	S1PR2
IL5	IL5RA
PSMB7	PSMF1
RPL22	RPS4X
PTPN11	MAP2K2
CRKL	PIK3CD
PPP1R3B	PHKB
STK11	MARK4
PF4	CCR3
CCL3	CXCR2
BDNF	PIK3R1
GRPR	GNA14
MAPK14	JUN
RAP2A	RALGDS
RASGRF2	CACNB4
FYN	RAC1
FTL	RPL30
HSP90AA1	MOS
AKT3	GNA12
FGF2	STAT5B
B2M	PRKCQ
TMED7-TICAM2	IRAK1
TNFRSF25	MAP3K14
EFNB1	SYNJ1
MRPS7	RPL8
RPL37	RPS5
MAPKAPK2	CREB1
NUP88	GEMIN7
TP63	RUNX1
PSMA4	PSMD4
IL1B	NM
NFKB1	IL1B
PSMB6	PSMC3
SIN3A	UBE2D1
TICAM1	TLR4
MAPK3	MAP2K1
SIPA1	RASA1
GTF2A2	GTF2A1
RRAGA	MLST8
PSMD9	TCEB1
TGFBR2	NEUROD1
SOCS4	IL22RA2
LAMB2	ITGA8
RASGRP1	CACNA1H
PPP3R2	ANAPC1
EIF2S2	UBA52
PPP3CC	PICALM
RXRB	MED1
AMH	SMAD9
NCOA6	KLK3
PAK1	ZBTB44
RAC1	NCK2
H2AFX	ATR
COL2A1	ITGA8
GNAI3	NOS3
MCM5	ORC5L
MAPK1	RHOA
CTNNB1	PIK3R1
CHUK	AKT2
CDK5	PRDM1
IRF6	PTGS2
PIK3R1	BCAR1
VLDLR	DAB1
PRKCG	RRAS
ITGB1	DPF2
PRKX	GLI2
PTGER1	GNA11
SKP1	CCNE2
JUN	PLAU
CLASP1	ALMS1
PSMB8	ANAPC4
CALML6	ADCY3
STK11	SAFB2
AGTR2	SOS1
CACNA1H	CACNB1
RAD23B	PAAF1
MAP3K7	AKT3
NLGN3	NRXN3
SHFM1	PSMD7
SIRT1	CDKN1B
STAT3	MUC1
TXN	DNAJA1
NINL	PRKAR2B
ESR1	GAPDH
PSMA5	PSMC4
PSMB2	PSME4
PSMB4	TRIP12
INS	SGK1
CAMK2B	MYLK
GNAS	ADCY9
DVL1	LRP6
RPL10L	RPL5
CBLB	IL20RB
MAPK1	CASP9
FGFR3	EPN1
IFNA7	IFNGR2
JAK3	STAT2
RPL30	RPS13
PRKCA	TGFB1I1
FGFR1	NEUROD1
STAT5B	HSD17B4
VCAM1	SRC
TUBB	GRIN2A
RPSA	RPS7
NKX2-5	MEF2C
LAMA1	SPTAN1
ERBB4	JAK2
CCL1	CCR1
ITGA2B	ACTN1
RPL29	RPS13
GNA11	CFB
PSMA4	PSMB1
POLR2A	TAF1
ADIPOQ	STAT3
GNB4	PIK3R1
PRKCZ	IKBKB
GRK4	CXCR1
GNB1	F2R
INADL	CNTNAP1
GNG4	PLCB1
CBX5	HDAC11
CX3CL1	CXCR1
DUSP2	MAPK10
CREBBP	RARB
FGF1	EGFR
MAPK9	RPA2
PDPK1	ITGB3
FOS	KRT5
HUS1	CEP164
SLC17A7	STXBP1
YWHAE	CSNK1E
TPR	NUP205
FLNA	ITGA2
HLA-G	KIR2DL1
SOCS2	IFNGR1
CREBBP	NR3C1
TNF	F3
FPR1	P2RY2
MFNG	JAG1
MAPK6	RCC1
CXCR4	SELL
LDLRAP1	CBL
CDH1	HGF
RPL7	RPS3A
PSMC2	PSMD9
RPS6KA2	SOX2
HDAC3	EP300
COL1A1	ITGB7
IBSP	ITGA1
RPL35	HBA2
CLDN4	CLDN1
SAR1B	APOA1
FBXO31	GLI2
HES1	E2F1
PSMA7	PSMB9
TFDP1	CES4
UBR1	PSMB3
NPHS1	PIK3R3
TNFSF12	ICAM1
GCG	NPY
CACNA1H	CACNG3
MET	SHC3
INPP5D	PIK3R2
MCC	CFTR
CREBBP	TCF4
FCER1G	FCGR2B
MAP3K5	CASP8
PSMD3	PSMA3
NPAS2	TIMELESS
PRKCG	JAM2
GRAP2	HRAS
CXCL10	MAP2K6
RPS5	EIF2S2
PSMD9	ANAPC7
RAD23B	CDC20
HGF	SPINT1
OSM	HGF
DES	VIM
IL2RG	STAT5B
NINL	CKAP5
UCHL5	ANAPC2
CBL	IFNGR2
CTBP1	SIN3A
IL6R	JAK2
UCHL5	CUL1
ADIPOQ	IL6
PCOS1	AMH
SRPK1	MDFI
ERCC3	POLR2H
PSMD2	PSMD10
SH3BP5	LYN
PRKACB	GNGT1
THBS1	FGF13
TNFRSF1A	MAP3K1
AP1S2	NFKB1
HIPK4	TP53
ITGB1	PARVA
RPL22	RPS3
EIF2S3	RPS18
EFNA3	EPHA5
BUB1B	CDC26
SYNGAP1	HRAS
EIF5B	RPS19
PSMC1	CDC23
MYB	CSF1R
PRKACA	TUBA1A
MAPK14	EIF4E
PIK3R1	MAP2K2
FRS2	PIK3CA
TP53	SERPINB5
TP53	TERT
PIK3R2	PTPN6
GSK3B	PSPC1
GLI2	WNT3A
PSMD12	ANAPC11
RLN2	RXFP1
GNAI1	PIK3CA
TGFB1	F2RL1
HDAC1	MYEF2
SOX17	LEF1
MAD1L1	MAD2L1
ARRB2	MAPK3
TP73	CASP2
EIF3A	EIF2S1
SH2D1A	FYN
DCC	CDC42
PTPRA	INSR
TNC	ITGA2
ETS1	FOS
POLR2C	RDBP
PSMA2	UBE3C
TP53	BHLHE40
GNAI1	ADCY4
MCM7	ORC5L
RPL11	RPS7
SHC3	MAPK11
MRAS	RAF1
MAGED1	MAPK8
FOXO3	CAT
NRG1	STAT5B
TP53	BAI1
STK11	BRSK2
CEP152	PCM1
IL4	CCR3
EP300	DCP1A
MMP7	FAS
EDN1	CSF2
JUN	CCND2
RPL37	RPS23
MAPK8IP1	MAP3K10
FOS	PLAU
GZMH	GZMB
TTF2	ERVK2
GNG10	PREX1
TYK2	ITGA3
GNGT1	SRC
ILK	PIK3R3
CLDN23	CLDN9
CCNB1	SFN
PSMA6	BTRC
APOC3	APOC2
RASGRP1	CACNB4
RELA	TGFB2
GNG3	PREX1
TH1L	GTF2F1
RPS6KB1	BAD
RPS21	RPS23
RASGRP2	CACNG8
SMAD3	NOTCH1
CEP70	MAPRE1
SOCS3	GAB2
UBE3A	PSMF1
PPP2CB	PPP2R5C
COL11A1	SDC4
IDE	PSMD6
NCRUPAR	F2R
NLK	PRKACA
PTEN	SHC1
ITGB4	VASP
POLH	ATR
GABBR1	GNAO1
GNG3	PIK3CD
PLK1	TP63
BMPR2	UHMK1
RAPGEF1	CRKL
EGFR	PITPNA
PRKACG	PRKAR2B
TSPAN1	ITGA9
TP53	MAPK3
UBE2I	UBE3A
GNRH1	PRL
PSME3	SNCA
NFATC1	PPARG
RASGRF2	CACNG7
ARHGEF1	ARHGAP1
CXCL2	CXCR5
IL10	CCL2
HDAC1	MEF2D
IKBKB	IRS1
RFC5	RFC3
RPL4	RPS14
DYNC1I2	DCTN2
FYN	EGF
FGF6	FGFR1
SFTPA1	MAPK3
IFNA10	IFNAR1
MAP2K6	ABL1
CSNK1G1	PAXBP1
GNB1	SHC1
PSMA8	PSMD6
PTK2B	LYPLAL1
IL2	MAPK3
RPS21	FXR2
ITGA4	ACTN3
MAP3K7IP1	MAPK14
CAMK1	HDAC9
PRKAR2B	CEP164
PRKAA2	PRKAB1
ITGA11	THY1
LRP6	FZD5
PSMC4	PSMB6
RAE1	NUPL2
COPS5	CDKN1B
USP6NL	CAMK2A
PIK3R5	PLCG2
TUBA4A	DCTN1
PTK2B	TXN
JAK3	GRB2
FGF6	PTPN11
PRKCD	RHOA
PSMA2	PSMD8
FGF19	MET
TRA@	PIK3R1
FGF5	EGFR
GMFB	CSF2
IL13	ELN
SOCS5	IL23R
RAF1	HCLS1
H3F3B	PRKACG
PPP2CA	RPS6KB2
E2F5	PTPN11
PIK3R1	PIK3CA
MAPK14	DYRK1B
MYL3	MYL4
ITGAL	CRKL
IRS1	SHC3
YWHAQ	LAMA4
PPP2R1A	YWHAE
EDN1	ICAM1
PXN	STAT3
CCR5	CXCL12
CDK5	DNM1
TGFBR1	TGFBRAP1
CTBP1	SIN3B
PVRL4	PARD3
CTBP1	AES
NEDD8	TP53
NOTCH1	PTPN6
MYLPF	MYH7
MAP4K1	MAPK8
DOK4	RET
CCR1	ARRB2
ROCK2	PIP5K1A
C1QC	C1R
PSMC2	TCEB1
CPT1A	ACSL6
DCTN2	ACTR1A
IRF9	FOS
TSPYL2	MAPK3
RPS16	RPS11
RAC1	NCKAP1
RPL5	RPLP1
ATM	RAD1
RDBP	CTDP1
PIP5K1C	VCL
PSMD11	PSMC2
FANCI	FANCM
RPSA	MRPS7
EIF5B	RPL5
KITLG	SH2B2
AAAS	NUP43
PRKCB	LPAR3
NFKB1	NSMAF
ADAM9	ITGA6
ADIPOQ	ADIPOR1
PTTG1	ESPL1
GSG2	FGFR1
SMARCC1	GTF3A
EZR	PRKAR2A
PSMB7	UBE3A
PIK3AP1	PIK3CD
PIK3R5	LAT
GRB2	PRKCZ
RPL19	RPS25
ITGAV	ITGB1
CSNK1A1L	ASAP3
FGF1	SHC2
ROCK2	PRKCZ
NGFR	RAC1
MTOR	CYCS
GNB1	TRA@
SAP18	SIN3A
SAP18	CBX5
FIGF	SHC1
YWHAH	RIN1
MAPK12	SNTA1
MAPK1	FGF6
MYO3A	UHMK1
LAMA3	CTTN
PTPN7	MAPK12
CRH	CRHR2
ITGB1	THY1
CTNNB1	HIF1A
NFKBIB	CUL1
PRKCA	PPP2R4
DYRK2	VHL
MAP2K7	HLCS
HBA2	RPL3
EPOR	CRKL
HRAS	MAP3K1
RPS24	RPS3A
RAC2	MAP2K4
WNT16	FZD3
RPS3	RPS5
NEDD1	CP110
RPL18A	RPS5
RPL30	RPL31
IL12B	CCL4L1
WNT9B	FZD9
MAPK11	MAPKAPK5
NFKBIA	IKBKAP
RPS6KB1	RPS6
MAPK8	DUSP9
E2F1	MCM3
LOC652671	JUP
CSRP1	ACTN1
BRCA1	IGF1R
TNFRSF13B	TNFSF13B
MYH9	ACTB
LAMC3	CD44
IL12RB1	PIK3R1
SMO	GLI3
CD40LG	ICAM1
KIR2DL5A	PTPN6
RAF1	ASAP3
MAPK3	YWHAG
STK24	NEK6
YWHAE	RAF1
DYNLL1	TUBB4
CTTN	WASL
CSNK1E	TUBB4
CDKN1A	RAC1
IL6R	PTPN11
CCK	CCKBR
NEK4	DHX32
MST1	MAPK1
FGD1	CDC42
YWHAQ	YWHAB
MEF2C	ESRRA
RAB3A	SNAP25
NFKB1	IL23A
TBXA2R	SYK
SSB	POLR3E
IL18R1	MAPK9
AKT1	PRKCE
PSMD2	PSME2
VTN	ITGB1
RPL41	RPS4Y1
PSMA3	CDC26
PSMD2	SLC10A2
ITGA9	PXN
RIPK1	MAP2K4
ADARB1	GRIA2
MAD2L2	ANAPC7
TERT	PTGES3
NRBP1	COPS5
YES1	PXN
CSNK1D	FGFR1OP
COL5A1	ITGA8
CSNK1E	DNM2
COBRA1	CTDP1
GTF2H2	ERCC5
ITGA2B	ITGB4
TNFAIP3	RIPK2
HSP90B1	BAG1
CXCL9	CCR2
XIAP	CASP6
TRADD	TNIK
CLDN2	ESAM
PKD1	SFRP4
BIRC3	SMPD1
RPS6KA2	CSK
CAMK2A	SYT1
SIN3B	SUFU
ANGPT1	BMX
ITGA4	PARVG
PRKCA	CSRP3
VTN	ITGAV
IL1B	CDKN1A
TGFB2	GREM1
ITGA3	CRKL
HNF4A	GCK
LDLRAP1	GRB2
UBQLN1	PSMB6
IRAK1	IRAK2
CD4	BCL2
PPARG	MMP9
AKAP9	DCTN1
PSMA6	CKS1B
CCR5	CXCR4
F11R	JAM2
PPP2R1A	F11R
TSC2	MAPKAP1
S1PR2	RHOA
PSMC6	PSMD13
PSMD14	PSMD1
PRKAB1	PDK1
GNB5	GNA11
NUPL2	CPSF2
FBXW11	HDAC3
PDCD6IP	FAM125B
AVP	ADCY1
TSGA14	DYNC1H1
ERCC2	POLR2E
ITGB3	TLN1
MCM6	MCM7
DNM2	SDC2
CDK6	SUV39H1
CLK1	NEUROD1
TNF	FOSB
CSNK1D	TP53
TSGA14	CEP250
LAMA2	ITGB8
SP1	TP53
CACNA1E	CACNB2
MAP3K5	TNFRSF1B
PIP5K1C	WASL
SST	SSTR2
FN1	ITGB3
PSMD13	UBE2E1
ACTN1	PLD1
PRKG1	BRCA1
TAL1	NCKAP1L
NF2	RDX
EDNRA	GNAS
PIK3R5	AKT3
PVRL3	PTK2
LGMN	CD74
PAK1	RHOA
ZYX	ACTN1
FGFBP1	TGFB1
RPL21	RPS29
STAT3	CCND1
CALM1	SMAD2
PLG	ECM1
TGFB3	CAV1
TACR1	GNA14
POLD4	RFC4
ITGAV	MAPK3
IFNB1	FAS
FGR	EFNA1
IRAK3	IL1A
CREBBP	STAT1
ITGA6	LAMB1
PPP2CA	RRAS
BLNK	BTK
CACNB2	CACNB3
CLDN17	CLDN18
IRAK1	MAP3K7IP2
PIK3CB	BTK
ADRBK1	PRKAR1A
RPL22	RPS16
CSNK1A1	HNF1A
TFDP1	UXT
CCNB1	RASGRF1
RAE1	KPNA1
JAK2	CXCL12
YARS	KDR
RASD1	APBB1
RPL39	RPS16
COPS5	RBM39
IL17A	PTGS2
HFE2	BMP1
ITGB8	CD47
PTPN1	JAK2
RPL3	FXR2
LYN	KLRG1
LCK	PINX1
DUSP8	MAPK11
CAPNS1	ITGB1
PSMC5	PSMB9
MYOCD	NPPA
FES	JAK1
CCL3L1	CX3CR1
AKT1	PIK3CA
SH3BP2	PTHLH
PSME4	PSMD5
FZD1	LEF1
LOC651610	CHEK2
PSMB4	CDC26
CDK2	E2F2
ALMS1	CKAP5
PRKACB	PPARA
LAMC2	ITGA4
PAAF1	PSMD13
CD3E	PRKCQ
SORT1	ZNF274
POLR2C	MYOG
PPP1R14A	VAV1
CSNK1E	NEUROD1
POLR2F	POLR2E
PSMD2	PSMC2
MAPK1	RPS6KA1
GATA2	EDN1
CXCL1	CCR6
GCGR	GNAS
LAMA1	RPSA
CCL5	CXCR4
NUP85	SNRPD1
LAMC2	ITGA2B
KIT	SRC
TSPAN1	ITGB5
EGF	PPP2R1A
E2F5	RBL1
TGFBR2	CBL
MAP4K4	IKBKG
MACF1	APC
EDNRA	PLCB1
SNRPB	SNRPN
GK	VIM
BUB3	ANAPC7
STAT4	PRF1
MMP20	AMELY
CYSLTR1	GNA15
RPS6KA3	SRF
HTR2C	CCL11
EIF2S3	RPS29
CAMKK2	CAMK2B
TRAF6	AKT1
CLK1	PPP1R13L
BCR	ABL1
LAMA1	GRB2
PPARA	SCP2
PCSK9	LDLR
BRCA1	ESR1
TP53BP1	E2F1
NOG	AMH
MYL1	MYH13
PRKAG2	PRKAA1
DYRK4	EIF4A3
RAC1	GAB1
PRLR	JAK1
MYOM1	SHROOM1
MYD88	NGFR
TGFB1	EGF
S1PR3	AKT3
ANAPC2	CUL9
PSMA1	UBXN1
HDAC1	SMAD2
TSGA14	CEP135
CSNK1D	GLI1
MZF1	RBM39
RBX1	SKP1
NPR2	ZCCHC2
LNCR1	CYP1A1
MED1	EHHADH
VEGFA	FES
MAPK1	PLA2G3
CD59	C8A
ETS2	FOS
PPP3R2	NFATC2
PSMC6	RAD23B
CLDN1	CLDN9
RXRG	CYP4A22
CXCL12	SERPINE1
PFN4	LOC646821
DCTN3	MAPRE1
PSMD2	UBE3A
PSD	ARF6
LOC100290337	XPA
RPL8	RPS4Y1
SMAD3	CDC16
RPL5	RPL37
IFNA16	IFNGR2
PTGDR	PRKACA
SRP54	SRP19
PYY	MAPK3
CIR1	NCOR2
PPP3CA	TUBB
GTF2E1	TAF13
CAMK2D	CTTN
SLIT2	ROBO2
PSMD11	UBE3C
SIK1	YWHAB
FCER1A	LCP2
PIAS4	HDAC8
CASP8	EIF4G2
PSMA3	ANAPC10
TYK2	NPM1
TFDP1	CCNE2
PDC	CRX
MET	SH3GLB2
CABP1	CAMK2A
PRKCE	FLNA
SYT4	BDNF
PSMD7	RBX1
RPL37	RPS4Y1
PSMD6	UCHL5
NOTCH4	DTX2
WNT7A	FZD3
SCT	GAST
HSP90B1	LRP1
ELF3	MMP9
RPL39	RPL41
SH3GLB1	EGF
INPP5D	PRKCB
KIF20A	CDCA8
ROCK2	NOS3
JAK3	CD40LG
SOCS3	IL2
NUP98	SRRM1
KLF1	HBB
CISH	JAK3
RPS6KB1	YWHAE
TNFRSF10A	CASP8
CAPN2	ARHGEF6
TSPAN1	ITGAM
RPS18	RPS24
SYK	PRKCQ
MAPK1	RPS6KA6
CACNB2	CACNG3
TRAF2	SMURF2
H3F3B	PRKAR2A
MET	CDH2
NUP214	SLBP
NUP50	DDX20
FHL1	RBPJ
BDNF	NFKB1
FGF1	PLCG1
ZMYND8	GRIN2A
CLASP1	FGFR1OP
CREBBP	EDN1
JUN	CHRM1
RPL21	RPS17
EIF3A	EIF3D
PRKAA2	PRKAG1
RELN	RAPGEF1
PSMB6	PSMB8
RASGRF1	YWHAH
RPLP1	FXR2
ORM1	PHGDH
MMS19	ZNF217
LOC728622	CDK2
CDC42BPA	SHROOM1
FGFR4	COPS6
CCL4	PRKACB
ACTB	CFL1
RXRG	DBI
ABL1	STAT5A
RRAS	PIK3CA
PSMC1	UBE2E1
CYBA	NOX4
GNAS	GNAZ
CHP2	ANAPC2
TSC2	MLST8
MKNK1	PAK2
ITPR2	PLCB2
CISH	JAK1
NLRP3	HSP90B1
GNAZ	FYN
LAMB4	YWHAH
FYN	PLCG1
PSMD4	UBE3A
MET	PLCG2
PTPN6	STAT6
CYSLTR1	GNA14
CCND1	STAT3
MDM2	LNCR1
GIT2	COP
CALM3	PDE1B
GNG8	PREX1
PPP3CA	PPP3R1
CX3CR1	ARRB1
INPP5K	PKC
RPL10L	RPS16
SOCS1	IL2RB
MLLT4	JAM2
FGR	EGF
CDKL5	NOL7
BIRC2	APAF1
EP300	STAT2
ANAPC5	ANAPC1
GNG5	PIK3CB
PSMB5	FZR1
CXCR2	GNAI3
IL2RG	NMI
SNCA	PSMA6
HIST4H4	UBTF
TGFB1	IGFBP2
SFRS2	SNRNP70
PSMB3	PSMD9
DOCK1	RAC1
CEP63	SFI1
XCL1	CCR10
COPA	ARFGAP1
SLC17A7	SYT1
SRC	FGF18
FYN	EPHA1
STK17A	IRF3
PRKCB	RAF1
SDC2	STAT1
TYROBP	KLRD1
IL12A	STAT3
CCNE2	LOC650621
PIK3R5	GAB2
ARHGEF6	PAK1
CTNNB1	SP5
LAMA4	YWHAZ
PLAUR	PLG
PLSCR1	STAT1
CDC42	TNK2
TRAF1	FADD
RET	FRS2
SPRY2	FGF17
NR0B2	FAT1
CSTF1	CPSF3
CDK9	HIST2H3C
IHH	HHIP
FURIN	NGF
DBT	MDM2
BUB1	PPIE
NINL	CEP290
FGR	PIK3R1
SNRPD1	SNRPE
RPL5	RPL6
SMPD1	MMP1
MAPK14	TRPV1
YWHAE	CEP70
RPL3	RPL8
ERCC3	POLR2L
HLA-A	KIR2DL4
SOCS7	CSF2RA
ITGA4	ADAM12
TUBB	PPP2R1A
SRC	FGF3
AKT1	ITGB5
BCL2	BID
RPS6KL1	GRK5
LCK	EPHA3
PSMD14	CDC27
RPL18	RPS18
NGF	AGAP2
PSMA5	SHFM1
PTPN11	PIK3R1
PYY	PPYR1
GNG8	PLCB2
MAPK14	NFKBIA
XCR1	JAK2
COL6A1	ITGA2B
IL18R1	STAT4
IFNB1	IFNG
HBA2	RPLP0
CDK4	LIG1
C17orf70	FANCI
GLI3	WNT7B
CHEK2	AIRE
CCNE1	RB1
ROCK1	EZR
ID2	RB1
ITGB8	ITGA8
ATM	DYRK2
MAPK8	ZNF385A
RPL11	RPS3A
IRF7	IFNA21
ST6GAL1	CD22
CXCL10	CCR10
RPL35	RPL36
ERBB2IP	RAF1
NOTCH1	PRKCD
FCER2	MLLT10
MYL9	LOC646821
LAMA1	PRNP
TRA@	CD4
ACTN1	PTK2
STAT3	SOCS2
CD3D	PRKCQ
HBA2	MRPS7
AKT2	PIK3R5
PSMB6	ANAPC1
CBX5	HDAC10
NR3C1	CGA
BUB1B	CDC27
PTK6	IRF3
PROS1	AXL
CCNA2	CDC6
JUND	MYB
CACNG6	CACNA1E
ROCK1	RHOA
FANCE	FANCM
ARRB2	TGFBR3
MET	MAPK3
PAK4	CTTN
PAK1	LIMK2
CREBBP	NFATC2
TRADD	TNF
GNA12	CACNA1A
AR	SMARCC1
LMOD1	SORBS3
MAP4K1	NCK1
NTRK3	RASA1
DNM1	HOMER2
EDN1	ADCY9
RPS3	RPS16
HERPUD1	LIPG
MYC	KIAA1524
PSMD4	CUL5
FARP2	CDC42
E2F2	MYC
JAK2	GADD45G
CALM1	CBLB
TP53	CXCL1
IDO1	MS
RASGRP3	CACNA1I
RAE1	NUP93
IRS1	PIK3R1
OTUD5	TRAF3
CAMK4	PPP2R5D
NFIC	LZTS1
KITLG	STAT3
MYD88	TLR9
TRAF1	IKBKG
RPL27A	RPL14
SH3GL2	NTRK1
FGF6	SHC1
PRKCE	IKBKB
CD247	CD8A
HNF1A	COX2
MAP3K5	MAP3K14
PSMD10	ANAPC1
PRL	ICAM1
CDC42	MAP3K10
ENG	ACVRL1
PSMA2	PSMD6
CNTN2	TXN
ABI2	ENAH
ITGA6	ITGB7
RPL6	RPL37
CBL	SYK
ACVR1B	MAPK1
FGA	RHOA
S1PR1	PRB4
MTOR	DEPDC6
ADRM1	PSMD4
VEGFA	BCL2
ITGB6	CAV3
MMP13	JUN
MBD2	SMAD4
WNT5B	FZD3
PIK3R5	RAC2
GTF2H1	POLR2I
IL20RB	TYK2
IL8	CCR9
NRD1	CALCA
ZNF653	NR5A1
CHEK1	FANCG
UBE3C	PSME2
SOCS7	CRLF2
UBA52	RPL14
HLA-F	KLRC2
FGF21	PDGFRA
MRPS7	RPS25
CAMP	EGFR
MAPKAP1	SGK1
ROCK1	PPP1R14A
MAD2L2	TCF7L2
CTNNA3	ACTN4
CSNK1D	AXIN1
UBA1	PLAT
DYRK1A	CCNL2
PSMF1	PSMC5
TCEA1	ERVK2
FCER1A	RASA1
RPS2	RPS23
HSP90AA1	RHOA
CLDN14	CLDN8
RRAS2	RAF1
CSNK2A1	PAXBP1
TNFRSF1A	IKBKB
PTPN2	PDGFD
LYN	HSD17B10
CLP1	PCF11
CXCL14	CXCR6
IL8	CCR10
TFDP1	DHFR
FOXA2	DLK1
CACNG8	CACNG3
RXRA	SCD5
CSNK2A2	SOX10
EPS15	EPS15L1
CALM1	PPP3CA
ANAPC10	ANAPC11
TRIM32	MYH8
COL1A1	SDC3
KRT18	PTPN6
SCAP	MBTPS1
YES1	PAK4
MRPS7	RPL38
CDK1	DCTN2
UBXN1	RAD23B
GNAI2	HRAS
ERCC2	TAF6
MAPK3	FGF9
GTF2H2	GTF2E2
VIP	TLR4
PLK1	CEP57
GDNF	GRB2
MUC20	SOS1
CAPN1	EZR
PRKCD	TJP1
RBBP4	RBBP7
CCL14	CXCR1
NCOR1	PGR
SOCS3	IL12RB1
YAP1	PML
RPL29	RPS24
JAK2	NFKBIA
PSMA4	UBE2E1
YES1	HLCS
SRPR	DDOST
HIST1H1B	TOP1
BCL2L1	BCL2L11
HAVCR1	CD83
PPARG	SCARB1
TP53	S100B
LCK	STAT1
ITGAL	PTK2
IFNB1	IFNGR2
NR0B2	COX2
DNAJA3	NFKBIA
FZD4	GNAO1
PER1	CLK1
EPB41L3	TJP2
GTF2H2	TAF12
TGFB1	PIK3CA
PSMD11	UBR1
WNT1	MAP3K7IP2
PFN4	ACTG1
LCK	CD3E
PSMD13	BTRC
SIVA1	BCL2L1
NUP50	GCKR
BMP2	CDH11
FN1	MTOR
PSMC5	ANAPC2
IFNGR1	TAX1BP3
NR2C2	AR
CCL23	CCR2
GTF2H2	TAF1
PSMD4	CAMK2A
MYLK	MYL9
RFC3	RFC2
GNAI3	PLCG1
RPA2	CEP164
IL10	GNG8
ERCC2	POLR2J
HLA-B	CD8A
GRK5	CXCR5
CREB1	GDNF
PRKAR1B	TLN1
FYN	BCR
PLCG2	CAMK2B
CDK9	MDFI
CALML6	CAMK2B
F2RL2	IL8
